Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
93.0,c1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_17
94.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCCN(C3CC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_18
69.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_19
95.0,c1ccc(C2CC(N3CCNCC3)Oc3ccccc32)cc1,CS(=O)(=O)c1ccc2c(c1)OC(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_20
79.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_21
97.0,c1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,CN(C)CCSc1ccc2c(c1)C(N1CCCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_22
97.0,O=C(c1ccccc1)N1CCCN(C2CC(c3ccccc3)c3ccccc32)CC1,COc1ccc(C(=O)N2CCCN(C3CC(c4ccc(F)cc4)c4ccc(N(C)C)cc43)CC2)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_23
93.0,c1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_24
83.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCCN(C3CC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_25
94.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,COc1cc(OC)c2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_26
92.0,c1ccc(C2CC(N3CCCC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCCC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_27
87.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(C4CC4)CC3)c3cc(F)ccc32)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_28
94.0,c1ccc(C2CC(N3CCNCC3)Cc3ccccc32)cc1,Cc1ccc2c(c1)C(O)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_29
80.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,COc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(CCO)CC1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_30
88.0,c1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_31
95.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ccccc32)cc1,CS(=O)(=O)c1ccc2c(c1)C(N1CCCN(C3CC3)CC1)CC2c1ccc(F)cc1,0.8999999761581421,0.8999999761581421,0.8999999761581421,fine-tune predictive component_32
95.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_33
71.0,c1ccc(C2CC(N3CCN(CCN4CCCC5CCCCC54)C3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(CCN4CCCC5CCCCC54)C3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_34
97.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(c2cccc(C)c2C)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_35
73.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(c4ccc(Cl)cc4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_36
98.0,c1ccc(C2CC(N3CCN(CC4CC4)CC3)c3cc(C(c4ccccc4)C4CC4)ccc32)cc1,COc1ccc(C(O)(c2ccc3c(c2)C(N2CC(C)N(CC4CC4)C(C)C2)CC3c2ccc(F)cc2)C2CC2)cc1F,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_37
95.0,c1ccc(C2CC(N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCC(N3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_38
97.0,c1ccc(C2CC(N3CCN(Cc4cnn(CCN5CCOCC5)c4)CC3)c3ccccc32)cc1,CC(c1cnn(CCN2CCOCC2)c1)N1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_39
89.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_40
95.0,c1ccc(C2CC(N3CCN(c4cccnc4)CC3)c3ccccc32)cc1,Cc1ccc(N2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)cn1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_41
97.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(N)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_42
98.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_43
85.0,O=C(NCC1CCCN1)c1cccc(N2Cc3ccccc3C2=O)c1,CCN1CCCC1CNC(=O)c1cc(N2Cc3ccccc3C2=O)c(F)cc1OC,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_44
85.0,O=C(C1CC1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CC(C)Oc1ccc2c(c1)C(N1CCN(C(=O)C3CC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_45
95.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,CC(C)Oc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_46
93.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCCC(O)C3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_47
72.0,c1ccc(C2CC(N3CCN(CCCN4CCCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(CCCN4CCCCC4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_48
72.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_49
85.0,c1ccc(C2CC(N3CCN(C4CC5CCCC(C5)C4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CC5CCCC(C5)C4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_50
89.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_51
97.0,c1ccc(C2CC(N3CCCCC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCCC3)c3cc(Cl)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_52
92.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,CCC(=O)Nc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_53
95.0,c1ccc(C2CC(N3CCN(C4CC4)CC3)c3cc(OC4CCCC4)ccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CC4)CC3)c3cc(OC4CCCC4)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_54
93.0,O=C(Cn1c(=O)c2cc(N3CCOCC3)ccc2n(Cc2ccccc2)c1=O)OCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,O=C(Cn1c(=O)c2cc(N3CCOCC3)ccc2n(Cc2ccc(F)c(OC(F)F)c2)c1=O)OCCN1CCN(C2CC(c3ccc(F)cc3)c3c(Cl)cccc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_55
92.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(N(C)C)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_56
96.0,c1ccc(C2CC(N3CCN(C4CCC5C(CCC6c7ccccc7CCC65)C4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCC4C5CCc6cc(O)ccc6C5CCC4(C)C3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_57
93.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,CS(=O)(=O)c1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_58
93.0,c1ccc(C2CC(N3CCN(C4CCOCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCOC(C)(C)C3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_59
97.0,O=C1CCc2ccc(OCCCCN3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(C4CC(c5ccc(F)cc5)c5cc(F)ccc54)CC3)cc2N1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_60
96.0,O=S(=O)(c1ccc2c(c1)C(N1CCCC1)CC2c1ccccc1)N1CCCCC1,O=S(=O)(c1ccc2c(c1)C(N1CCCC1)CC2c1ccc(F)cc1)N1CCCCC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_61
96.0,c1ccc(C2CC(N3CCN(C4CCNC4)CC3)c3ccccc32)cc1,CC1(O)CN(CCC(F)(F)F)CC1N1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_62
93.0,c1ccc(C2CC(N3CCCC3)c3cc(OCCCN4CCCCC4)ccc32)cc1,CC1CCN(CCCOc2ccc3c(c2)C(N2CCCC2)CC3c2ccc(F)cc2)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_63
93.0,c1ccc(C2CC(N3CCN(CC4COC5(CCCCC5)OO4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(CC3COC4(CCCCC4)OO3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_64
96.0,O=C(C1CCC1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CCc1ccc2c(c1)C(N1CCN(C(=O)C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_65
96.0,O=S1(=O)CCCN1c1ccc2c(c1)C(N1CCCC1)CC2c1ccccc1,O=S1(=O)CCCN1c1ccc2c(c1)C(N1CCCC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_66
87.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CCCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(O)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_67
96.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)C2)cc1,Oc1ccc2c(c1)C(N1CCN(C3CC(c4ccccc4)C3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_68
66.0,c1ccc(C2CC(N3CCN(CCN4CCCCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(CCN3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_69
96.0,c1ccc(C2CC(N3CCN(CC45CCCCN4CCC5)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(CC23CCCCN2CCC3)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_70
87.0,O=S(=O)(C1CC1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CN(C)c1ccc2c(c1)C(N1CCN(S(=O)(=O)C3CC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_71
97.0,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,Cc1ccc2c(c1)C(N1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_72
93.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCC4)CC3)c3cccc(OC(F)F)c32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_73
92.0,O=C(C1CCCC1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,COc1ccc2c(c1)C(N1CCN(C(=O)C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_74
70.0,c1ccc(C2CC(N3CCN(CC4CCC4)CC3)c3ccccc32)cc1,CC1(C)CN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CCN1CC1CCC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_75
88.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,O=[N+]([O-])c1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_76
88.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCC4)CC3)c3cccc(Cl)c32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_77
97.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CC(O)CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(O)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_78
58.0,O=C(NCC1CCCN1)c1cccc(CN2C(=O)CCc3ccccc32)c1,CCC(=O)NCCCC1(O)CC(=O)N(Cc2cc(C(=O)NCC3CCCN3CC)ccc2F)c2ccccc21,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_79
88.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_80
95.0,c1ccc(C2CC(N3CCN(Cc4cc5ccccc5o4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(Cc3cc4ccccc4o3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_81
92.0,c1ccc(C2CC(N3CCN(CCN4CCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(CCN3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_82
88.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_83
96.0,O=S(=O)(c1ccc2c(c1)C(N1CCCCC1)CC2c1ccccc1)N1CCCC1,COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(N1CCCC(N(C)C)C1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_84
88.0,O=C(Nc1ccc2c(c1)C(N1CCN(C3CC3)CC1)CC2c1ccccc1)C1CC1,O=C(Nc1ccc2c(c1)C(N1CCN(C3CC3)CC1)CC2c1ccc(F)cc1)C1CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_85
97.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_86
97.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(O)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_87
96.0,c1ccc(C2CC(N3CCN(Cc4ccc5c(c4)OCO5)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(Cc3ccc4c(c3)OCO4)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_88
96.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CCCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(NC(C)=O)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_89
85.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(c3cccc(C(F)(F)F)c3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_90
89.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,O=C(O)c1ccc2c(c1)C(N1CCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_91
85.0,c1ccc(C2CC(N3CCN(C4CC5CCC4C5)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CC5CCC4C5)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_92
18.0,c1ccc(CN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,Cc1ccc(CN2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)c(F)c1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_93
98.0,c1ccc(C2CC(N3CCN(C4CC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(C3CC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_94
98.0,c1ccc(C2CC(N3CCN(CCN4CCN(C5CCCCC5)CC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(CCN3CCN(C4CCCCC4)CC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_95
77.0,c1ccc(C2CC(N3CCN(CCn4ccnc4)CC3)c3ccccc32)cc1,Nc1ccc2c(c1)C(N1CCN(CCn3cnc(Cl)c3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_96
94.0,O=C(NC1CC1)c1cccc(N2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)c1,CN(C)c1ccc2c(c1)C(N1CCN(c3cc(C(=O)NC4CC4)ccc3Cl)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_97
78.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_98
99.0,O=C(Nc1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1)c1ccccc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(NC(=O)c4ccc(F)cc4)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_99
99.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CC(c4ccc(F)cc4)c4ccc(Cl)cc43)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_100
83.0,c1ccc(C2CC(N3CCN(CC4CCCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(CC4CCCCC4)CC3)c3cc(F)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_101
79.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(C2CCC2)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_102
91.0,c1ccc(C2CC(N3CCCC3)c3cc(OCCN4CCCCC4)ccc32)cc1,Fc1ccc(C2CC(N3CCCC3)c3cc(OCCN4CCCCC4)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_103
91.0,c1ccc(C2CC(N3CCN(CCN4CCCC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(CCN3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_104
